FIT Profiler Report
Profile stats for: [LightningModule]DownsampleCVAE.configure_callbacks
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 selectors.py:200(__enter__)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        3    0.000    0.000    0.000    0.000 dataloader.py:441(_auto_collation)
        2    0.000    0.000    0.000    0.000 utilities.py:113(_is_max_limit_reached)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 synchronize.py:235(_make_methods)
        1    0.000    0.000    0.000    0.000 combined_loader.py:308(flattened)
        1    0.000    0.000    0.000    0.000 dataloader.py:389(multiprocessing_context)
        1    0.000    0.000    0.000    0.000 {method '_is_mine' of '_multiprocessing.SemLock' objects}



Profile stats for: [_TrainingEpochLoop].train_dataloader_next
         23227 function calls (23179 primitive calls) in 39.732 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    64/16    0.000    0.000   39.732    2.483 {built-in method builtins.next}
       16    0.000    0.000   39.732    2.483 combined_loader.py:339(__next__)
       16    0.000    0.000   39.732    2.483 combined_loader.py:72(__next__)
       16    0.000    0.000   39.731    2.483 dataloader.py:626(__next__)
       16    0.000    0.000   39.730    2.483 dataloader.py:1299(_next_data)
       16    0.000    0.000   39.730    2.483 dataloader.py:1266(_get_data)
       20    0.000    0.000   39.730    1.986 dataloader.py:1120(_try_get_data)
       20    0.000    0.000   39.730    1.986 queues.py:98(get)
       20    0.000    0.000   39.652    1.983 connection.py:253(poll)
       20    0.000    0.000   39.652    1.983 connection.py:423(_poll)
       20    0.000    0.000   39.652    1.983 connection.py:917(wait)
       20    0.000    0.000   39.651    1.983 selectors.py:403(select)
       20   39.651    1.983   39.651    1.983 {method 'poll' of 'select.poll' objects}
       16    0.001    0.000    0.077    0.005 {built-in method _pickle.loads}
       96    0.001    0.000    0.074    0.001 reductions.py:494(rebuild_storage_fd)
       96    0.000    0.000    0.072    0.001 resource_sharer.py:55(detach)
       96    0.001    0.000    0.049    0.001 resource_sharer.py:81(get_connection)
       96    0.001    0.000    0.046    0.000 connection.py:493(Client)
      304    0.001    0.000    0.037    0.000 connection.py:208(recv_bytes)
      304    0.001    0.000    0.036    0.000 connection.py:413(_recv_bytes)
      608    0.001    0.000    0.036    0.000 connection.py:374(_recv)
       96    0.001    0.000    0.035    0.000 connection.py:747(answer_challenge)
      608    0.035    0.000    0.035    0.000 {built-in method posix.read}
       96    0.001    0.000    0.022    0.000 reduction.py:186(recv_handle)
       96    0.000    0.000    0.021    0.000 reduction.py:153(recvfds)
       96    0.020    0.000    0.020    0.000 {method 'recvmsg' of '_socket.socket' objects}
       96    0.001    0.000    0.008    0.000 connection.py:732(deliver_challenge)
      192    0.000    0.000    0.002    0.000 hmac.py:153(new)
      192    0.001    0.000    0.002    0.000 hmac.py:38(__init__)
       96    0.001    0.000    0.002    0.000 connection.py:623(SocketClient)
      288    0.001    0.000    0.002    0.000 connection.py:181(send_bytes)
       96    0.000    0.000    0.002    0.000 connection.py:202(send)
       96    0.000    0.000    0.001    0.000 reductions.py:109(rebuild_tensor)
      384    0.001    0.000    0.001    0.000 connection.py:390(_send_bytes)
       96    0.000    0.000    0.001    0.000 _utils.py:178(_rebuild_tensor)
       96    0.000    0.000    0.001    0.000 reduction.py:48(dumps)
      384    0.000    0.000    0.001    0.000 hmac.py:61(<lambda>)
      192    0.001    0.000    0.001    0.000 socket.py:220(__init__)
       96    0.001    0.000    0.001    0.000 {built-in method _new_shared_fd_cpu}
      384    0.000    0.000    0.001    0.000 connection.py:365(_send)
       96    0.000    0.000    0.001    0.000 reduction.py:38(__init__)
       96    0.000    0.000    0.001    0.000 reductions.py:531(rebuild_typed_storage)
       96    0.000    0.000    0.000    0.000 {built-in method torch.empty}
      192    0.000    0.000    0.000    0.000 hmac.py:137(digest)
       96    0.000    0.000    0.000    0.000 connection.py:262(__exit__)
       16    0.000    0.000    0.000    0.000 profiler.py:610(__exit__)
      384    0.000    0.000    0.000    0.000 {built-in method posix.write}
      384    0.000    0.000    0.000    0.000 hashlib.py:152(__hash_new)
       96    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
       16    0.000    0.000    0.000    0.000 profiler.py:604(__enter__)
       96    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
       96    0.000    0.000    0.000    0.000 connection.py:173(close)
       16    0.000    0.000    0.000    0.000 _ops.py:846(__call__)
      192    0.000    0.000    0.000    0.000 socket.py:239(__exit__)
       16    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
       96    0.000    0.000    0.000    0.000 socket.py:538(fromfd)
      192    0.000    0.000    0.000    0.000 reductions.py:479(fd_id)
      192    0.000    0.000    0.000    0.000 hmac.py:128(_current)
       96    0.000    0.000    0.000    0.000 connection.py:360(_close)
      192    0.000    0.000    0.000    0.000 {built-in method posix.close}
       20    0.000    0.000    0.000    0.000 selectors.py:352(register)
       16    0.000    0.000    0.000    0.000 _ops.py:591(__call__)
       16    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler.}
       96    0.000    0.000    0.000    0.000 reductions.py:487(storage_from_cache)
       96    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      384    0.000    0.000    0.000    0.000 {built-in method _hashlib.new}
       96    0.000    0.000    0.000    0.000 socket.py:497(close)
       20    0.000    0.000    0.000    0.000 selectors.py:235(register)
     2600    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      192    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
      952    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       96    0.000    0.000    0.000    0.000 storage.py:581(__init__)
      192    0.000    0.000    0.000    0.000 connection.py:95(address_type)
       16    0.000    0.000    0.000    0.000 dataloader.py:1368(_process_data)
       16    0.000    0.000    0.000    0.000 profiler.py:593(__init__)
       96    0.000    0.000    0.000    0.000 reductions.py:76(get)
       96    0.000    0.000    0.000    0.000 reductions.py:80(__setitem__)
       96    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
      824    0.000    0.000    0.000    0.000 connection.py:134(_check_closed)
      384    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       20    0.000    0.000    0.000    0.000 selectors.py:348(__init__)
       96    0.000    0.000    0.000    0.000 reductions.py:32(__init__)
       96    0.000    0.000    0.000    0.000 storage.py:509(__new__)
      116    0.000    0.000    0.000    0.000 connection.py:168(fileno)
       20    0.000    0.000    0.000    0.000 selectors.py:203(__exit__)
       16    0.000    0.000    0.000    0.000 dataloader.py:1348(_try_put_index)
       96    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
      768    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       16    0.000    0.000    0.000    0.000 _pytree.py:811(tree_unflatten)
       16    0.000    0.000    0.000    0.000 training_epoch_loop.py:189(_on_after_fetch)
       96    0.000    0.000    0.000    0.000 socket.py:503(detach)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
       20    0.000    0.000    0.000    0.000 selectors.py:216(_fileobj_lookup)
       96    0.000    0.000    0.000    0.000 connection.py:117(__init__)
       16    0.000    0.000    0.000    0.000 process.py:153(is_alive)
      304    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       96    0.000    0.000    0.000    0.000 socket.py:493(_real_close)
      608    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
      192    0.000    0.000    0.000    0.000 hmac.py:111(update)
      384    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      384    0.000    0.000    0.000    0.000 {method 'translate' of 'bytes' objects}
       20    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
       20    0.000    0.000    0.000    0.000 selectors.py:269(close)
       20    0.000    0.000    0.000    0.000 selectors.py:210(__init__)
       16    0.000    0.000    0.000    0.000 dataloader.py:620(_next_index)
       96    0.000    0.000    0.000    0.000 {built-in method _socket.dup}
      608    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       16    0.000    0.000    0.000    0.000 _pytree.py:734(unflatten)
       16    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
      192    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HASH' objects}
      324    0.000    0.000    0.000    0.000 connection.py:138(_check_readable)
      384    0.000    0.000    0.000    0.000 connection.py:142(_check_writable)
       96    0.000    0.000    0.000    0.000 connection.py:83(_validate_family)
       96    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       96    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
       16    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       96    0.000    0.000    0.000    0.000 {function socket.close at 0x7c1ed8d3b4c0}
       16    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       96    0.000    0.000    0.000    0.000 process.py:213(authkey)
      112    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      192    0.000    0.000    0.000    0.000 {method 'ljust' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 popen_fork.py:24(poll)
      192    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       16    0.000    0.000    0.000    0.000 typing.py:271(inner)
      112    0.000    0.000    0.000    0.000 {function SharedCache.get at 0x7c1e5191a820}
       96    0.000    0.000    0.000    0.000 {built-in method _socket.CMSG_SPACE}
      192    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       96    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      116    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x625c9e4eb380}
      192    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       96    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
       36    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      192    0.000    0.000    0.000    0.000 socket.py:236(__enter__)
       96    0.000    0.000    0.000    0.000 {method 'frombytes' of 'array.array' objects}
       20    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       16    0.000    0.000    0.000    0.000 selectors.py:276(_key_from_fd)
       16    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       96    0.000    0.000    0.000    0.000 process.py:37(current_process)
      192    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       20    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       96    0.000    0.000    0.000    0.000 {method '_weak_ref' of 'torch._C.StorageBase' objects}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       96    0.000    0.000    0.000    0.000 connection.py:130(__del__)
       20    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       96    0.000    0.000    0.000    0.000 {function socket.detach at 0x7c1ed8d3b550}
       64    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       16    0.000    0.000    0.000    0.000 connection.py:933(<listcomp>)
       96    0.000    0.000    0.000    0.000 connection.py:259(__enter__)
       20    0.000    0.000    0.000    0.000 selectors.py:64(__init__)
       20    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 sampler.py:274(__iter__)
       16    0.000    0.000    0.000    0.000 _pytree.py:650(is_leaf)
       20    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
       20    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       16    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
       16    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
       16    0.000    0.000    0.000    0.000 _jit_internal.py:1120(is_scripting)
       20    0.000    0.000    0.000    0.000 selectors.py:200(__enter__)
       16    0.000    0.000    0.000    0.000 __init__.py:127(annotate)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}



Profile stats for: [Callback]TQDMProgressBar.on_train_batch_start
         160 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       16    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
       16    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       16    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
       16    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
       16    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelSummary.on_train_batch_start
         160 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       16    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
       16    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       16    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       16    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
       16    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'val_total_loss', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         160 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       16    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
       16    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       16    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       16    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
       16    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]DownsampleCVAE.on_train_batch_start
         112 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       16    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 hooks.py:68(on_train_batch_start)
       16    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Strategy]SingleDeviceStrategy.on_train_batch_start
         112 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       16    0.000    0.000    0.000    0.000 advanced.py:71(stop)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 strategy.py:577(on_train_batch_start)
       16    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: run_training_batch
         944 function calls (928 primitive calls) in 0.295 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.295    0.018 automatic.py:161(run)
       16    0.000    0.000    0.294    0.018 automatic.py:243(_optimizer_step)
       16    0.000    0.000    0.294    0.018 call.py:137(_call_lightning_module_hook)
       16    0.000    0.000    0.294    0.018 contextlib.py:114(__enter__)
       16    0.000    0.000    0.294    0.018 {built-in method builtins.next}
       16    0.000    0.000    0.294    0.018 profiler.py:55(profile)
       16    0.000    0.000    0.294    0.018 advanced.py:65(start)
       16    0.294    0.018    0.294    0.018 {method 'enable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 automatic.py:197(_make_closure)
       32    0.000    0.000    0.000    0.000 fit_loop.py:427(_should_accumulate)
       32    0.000    0.000    0.000    0.000 training_epoch_loop.py:336(_should_accumulate)
       16    0.000    0.000    0.000    0.000 automatic.py:115(__init__)
       16    0.000    0.000    0.000    0.000 module.py:1711(__setattr__)
       32    0.000    0.000    0.000    0.000 training_epoch_loop.py:331(_num_ready_batches_reached)
       32    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
       16    0.000    0.000    0.000    0.000 trainer.py:1183(optimizers)
    48/32    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       16    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
       16    0.000    0.000    0.000    0.000 closure.py:41(__init__)
       16    0.000    0.000    0.000    0.000 automatic.py:228(_make_backward_fn)
       16    0.000    0.000    0.000    0.000 parameter.py:8(__instancecheck__)
       16    0.000    0.000    0.000    0.000 automatic.py:209(_make_zero_grad_fn)
       16    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
       16    0.000    0.000    0.000    0.000 trainer.py:1467(current_epoch)
       16    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
       16    0.000    0.000    0.000    0.000 progress.py:142(increment_ready)
      112    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
       32    0.000    0.000    0.000    0.000 training_epoch_loop.py:327(_accumulated_batches_reached)
       16    0.000    0.000    0.000    0.000 automatic.py:205(_make_step_fn)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       16    0.000    0.000    0.000    0.000 strategy.py:101(optimizers)
       32    0.000    0.000    0.000    0.000 trainer.py:1523(num_training_batches)
       16    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       48    0.000    0.000    0.000    0.000 strategy.py:468(handles_gradient_accumulation)
       48    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 module.py:295(automatic_optimization)
       32    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       16    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7c1eaf5abd30}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



Profile stats for: [LightningModule]DownsampleCVAE.optimizer_step
         1456 function calls (1440 primitive calls) in 0.292 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.292    0.018 module.py:1277(optimizer_step)
       16    0.000    0.000    0.292    0.018 optimizer.py:84(step)
       16    0.000    0.000    0.292    0.018 strategy.py:219(optimizer_step)
       16    0.000    0.000    0.292    0.018 precision.py:112(optimizer_step)
       16    0.000    0.000    0.292    0.018 lr_scheduler.py:70(wrapper)
       16    0.000    0.000    0.292    0.018 optimizer.py:374(wrapper)
       16    0.000    0.000    0.291    0.018 optimizer.py:58(_use_grad)
       16    0.000    0.000    0.291    0.018 adamw.py:152(step)
       16    0.000    0.000    0.290    0.018 precision.py:95(_wrap_closure)
       16    0.000    0.000    0.290    0.018 automatic.py:142(__call__)
       16    0.000    0.000    0.290    0.018 _contextlib.py:112(decorate_context)
       16    0.000    0.000    0.290    0.018 automatic.py:126(closure)
       16    0.000    0.000    0.290    0.018 automatic.py:305(_training_step)
       16    0.000    0.000    0.290    0.018 call.py:294(_call_strategy_hook)
       16    0.000    0.000    0.290    0.018 contextlib.py:114(__enter__)
       16    0.000    0.000    0.290    0.018 {built-in method builtins.next}
       16    0.000    0.000    0.290    0.018 profiler.py:55(profile)
       16    0.000    0.000    0.289    0.018 advanced.py:65(start)
       16    0.289    0.018    0.289    0.018 {method 'enable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.001    0.000 optimizer.py:327(_cuda_graph_capture_health_check)
       16    0.000    0.000    0.001    0.000 profiler.py:604(__enter__)
       16    0.000    0.000    0.000    0.000 _ops.py:846(__call__)
       16    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
       16    0.000    0.000    0.000    0.000 __init__.py:105(is_available)
       16    0.000    0.000    0.000    0.000 __init__.py:101(_nvml_based_avail)
       16    0.000    0.000    0.000    0.000 os.py:771(getenv)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
       16    0.000    0.000    0.000    0.000 profiler.py:593(__init__)
       16    0.000    0.000    0.000    0.000 graphs.py:23(is_current_stream_capturing)
       16    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isCurrentStreamCapturing}
       16    0.000    0.000    0.000    0.000 _utils.py:851(is_compiling)
       16    0.000    0.000    0.000    0.000 module.py:1711(__setattr__)
       16    0.000    0.000    0.000    0.000 grad_mode.py:183(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:157(is_compiling)
    80/64    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       16    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
       48    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
       32    0.000    0.000    0.000    0.000 grad_mode.py:134(__enter__)
       32    0.000    0.000    0.000    0.000 _contextlib.py:149(__new__)
       16    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
       16    0.000    0.000    0.000    0.000 os.py:754(encode)
       16    0.000    0.000    0.000    0.000 _contextlib.py:141(clone)
       16    0.000    0.000    0.000    0.000 trainer.py:1178(lightning_module)
       16    0.000    0.000    0.000    0.000 typing.py:271(inner)
       16    0.000    0.000    0.000    0.000 os.py:758(decode)
       16    0.000    0.000    0.000    0.000 __init__.py:96(_is_compiled)
       16    0.000    0.000    0.000    0.000 parameter.py:8(__instancecheck__)
       16    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
       64    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
       48    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       16    0.000    0.000    0.000    0.000 __init__.py:33(is_built)
       48    0.000    0.000    0.000    0.000 trainer.py:1125(strategy)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       16    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       32    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x625c9e4eb380}
       48    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       16    0.000    0.000    0.000    0.000 strategy.py:93(precision_plugin)
       32    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       48    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       16    0.000    0.000    0.000    0.000 __init__.py:127(annotate)
       16    0.000    0.000    0.000    0.000 decorators.py:148(graph_break)
       16    0.000    0.000    0.000    0.000 _jit_internal.py:1120(is_scripting)
       16    0.000    0.000    0.000    0.000 optimizer.py:34(do_nothing_closure)
       16    0.000    0.000    0.000    0.000 typing.py:1375(cast)
       16    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7c1eaf5abd30}



Profile stats for: [Strategy]SingleDeviceStrategy.training_step
         47705 function calls (43025 primitive calls) in 0.087 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.087    0.005 strategy.py:379(training_step)
       16    0.000    0.000    0.086    0.005 cvae_rold.py:384(training_step)
       16    0.000    0.000    0.072    0.004 cvae_rold.py:374(forward)
 1648/112    0.002    0.000    0.066    0.001 module.py:1528(_wrapped_call_impl)
 1648/112    0.003    0.000    0.066    0.001 module.py:1534(_call_impl)
       16    0.000    0.000    0.041    0.003 cvae_rold.py:351(decode)
       32    0.000    0.000    0.037    0.001 cvae_rold.py:116(forward)
       32    0.001    0.000    0.036    0.001 transformer.py:310(forward)
       96    0.002    0.000    0.034    0.000 transformer.py:623(forward)
      192    0.003    0.000    0.030    0.000 activation.py:1063(forward)
       16    0.001    0.000    0.028    0.002 cvae_rold.py:333(encode)
       16    0.000    0.000    0.026    0.002 cvae_rold.py:143(forward)
       16    0.000    0.000    0.026    0.002 transformer.py:456(forward)
       48    0.001    0.000    0.025    0.001 transformer.py:843(forward)
      192    0.003    0.000    0.025    0.000 functional.py:5155(multi_head_attention_forward)
       96    0.000    0.000    0.021    0.000 transformer.py:755(_sa_block)
      784    0.015    0.000    0.015    0.000 {built-in method torch._C._nn.linear}
       16    0.000    0.000    0.014    0.001 module.py:548(log_dict)
       48    0.001    0.000    0.014    0.000 module.py:382(log)
      192    0.002    0.000    0.012    0.000 functional.py:4846(_in_projection_packed)
       48    0.000    0.000    0.009    0.000 transformer.py:907(_mha_block)
      480    0.000    0.000    0.008    0.000 dropout.py:58(forward)
      480    0.001    0.000    0.008    0.000 functional.py:1279(dropout)
       48    0.000    0.000    0.008    0.000 transformer.py:897(_sa_block)
       96    0.001    0.000    0.008    0.000 transformer.py:764(_ff_block)
      352    0.001    0.000    0.008    0.000 linear.py:115(forward)
      480    0.007    0.000    0.007    0.000 {built-in method torch.dropout}
      384    0.001    0.000    0.006    0.000 normalization.py:200(forward)
       48    0.000    0.000    0.006    0.000 result.py:355(log)
      384    0.001    0.000    0.005    0.000 functional.py:2558(layer_norm)
  207/195    0.000    0.000    0.005    0.000 apply_func.py:23(apply_to_collection)
      384    0.004    0.000    0.004    0.000 {built-in method torch.layer_norm}
   306/99    0.001    0.000    0.004    0.000 apply_func.py:84(_apply_to_collection_slow)
       48    0.000    0.000    0.004    0.000 transformer.py:917(_ff_block)
        3    0.000    0.000    0.003    0.001 result.py:415(register_key)
      192    0.003    0.000    0.003    0.000 {built-in method torch._C._nn.scaled_dot_product_attention}
       48    0.000    0.000    0.003    0.000 signature_utils.py:18(is_param_in_hook_signature)
       48    0.001    0.000    0.003    0.000 inspect.py:1129(getfullargspec)
        3    0.000    0.000    0.003    0.001 result.py:306(to)
       16    0.000    0.000    0.002    0.000 cvae_rold.py:68(recon_kl_loss)
4549/3481    0.001    0.000    0.002    0.000 {built-in method builtins.isinstance}
